Region,Crop,Date,Rainfall_mm,Temperature_C,Soil_moisture_pct,NDVI,LST_C,Yield_kg_ha,Area_cultivated_ha,Market_price_Birr_kg,Supply_tons,Demand_index,Season
Somali,Sorghum,2020-05-31,65.9,22.0,13.5,0.481,32.4,3302.1,12.86,12.67,2383.8,0.84,Belg
Oromia,Sorghum,2024-09-10,122.1,28.7,19.1,0.865,25.2,2235.1,30.62,96.82,1716.9,1.8,Meher
Somali,Sesame,2018-06-16,175.3,28.9,41.3,0.128,34.7,2872.2,83.31,90.99,1339.7,0.62,Meher
Gambella,Coffee,2019-01-25,83.8,22.5,21.7,0.871,25.5,2361.3,30.1,81.96,3193.9,1.75,Bega
Oromia,Barley,2018-11-05,34.8,24.9,13.6,0.654,40.2,1391.8,37.46,57.43,4213.6,1.93,Bega
Oromia,Teff,2021-09-05,120.2,27.7,44.1,0.525,42.5,1473.8,72.96,12.28,559.0,1.44,Meher
Oromia,Barley,2022-05-03,59.9,21.1,26.1,0.845,28.4,4313.4,36.22,98.8,2312.3,1.29,Belg
Tigray,Sesame,2016-09-09,101.4,32.8,31.9,0.702,27.7,1163.1,14.49,30.94,310.4,1.41,Meher
SNNPR,Coffee,2020-04-16,105.1,35.1,44.8,0.253,20.5,1550.5,57.56,90.65,3064.1,1.72,Belg
Oromia,Maize,2015-06-13,132.3,26.0,37.5,0.145,27.1,1878.4,6.68,33.45,2299.5,0.95,Meher
SNNPR,Wheat,2017-11-21,72.4,21.1,49.1,0.122,29.4,2891.4,36.22,59.98,1265.3,0.71,Bega
Amhara,Barley,2015-07-06,103.4,24.9,18.2,0.443,25.2,2464.7,32.4,73.12,2499.3,1.36,Meher
Gambella,Sorghum,2024-08-23,8.1,25.3,21.2,0.5,17.8,3520.9,10.04,66.8,3346.8,1.61,Meher
Gambella,Barley,2017-05-05,71.6,27.2,48.8,0.236,35.3,3991.9,8.5,31.69,3809.7,0.93,Belg
Somali,Sorghum,2022-12-28,101.4,20.7,20.3,0.554,31.3,2506.9,4.87,62.19,3799.2,1.74,Bega
Tigray,Teff,2018-05-07,81.2,29.2,36.8,0.825,42.7,2490.2,74.79,44.65,965.5,1.78,Belg
Gambella,Sesame,2016-07-17,151.6,17.9,17.4,0.849,22.8,628.6,31.15,18.97,145.0,0.65,Meher
Oromia,Teff,2016-12-05,53.0,31.3,46.3,0.845,22.0,4141.3,36.53,17.57,555.1,1.95,Bega
Gambella,Teff,2018-05-03,211.0,29.3,16.0,0.629,20.7,2173.2,12.25,97.23,2629.9,1.45,Belg
Amhara,Barley,2015-02-07,58.8,20.6,16.2,0.28,20.6,3843.7,65.98,75.23,4339.1,1.59,Bega
SNNPR,Barley,2019-05-17,86.8,19.9,26.8,0.22,30.1,1983.0,95.76,87.36,341.7,0.99,Belg
Amhara,Sesame,2020-05-27,38.5,20.5,24.4,0.363,35.7,2904.8,31.8,56.4,2864.1,1.58,Belg
Oromia,Wheat,2021-02-06,182.5,30.8,21.4,0.85,27.2,2373.1,1.88,33.47,2164.6,1.48,Bega
SNNPR,Sesame,2023-05-18,271.8,21.3,39.2,0.728,27.9,1852.0,15.84,46.58,157.9,0.97,Belg
Tigray,Wheat,2023-06-15,102.4,33.7,43.4,0.126,16.5,3058.1,25.15,95.06,1245.7,1.82,Meher
Somali,Coffee,2024-02-27,99.7,23.4,48.2,0.68,28.4,4025.5,87.87,19.87,1008.4,1.86,Bega
Benishangul-Gumuz,Coffee,2015-04-17,59.2,25.9,22.9,0.527,27.4,2600.9,14.3,67.17,4465.1,0.67,Belg
Somali,Wheat,2022-03-06,40.4,27.3,18.9,0.82,35.8,2732.2,54.3,28.69,4310.6,0.66,Belg
Benishangul-Gumuz,Barley,2020-06-27,16.1,21.8,48.1,0.278,27.2,2634.4,54.16,48.57,1910.7,0.54,Meher
Somali,Sorghum,2020-09-05,81.3,27.8,43.6,0.383,28.5,2726.2,67.22,58.06,2503.8,0.9,Meher
Tigray,Coffee,2021-05-10,142.7,24.8,27.6,0.802,35.8,4075.9,90.17,25.57,3811.5,1.24,Belg
Amhara,Sorghum,2019-12-04,25.7,21.2,14.1,0.511,22.6,2501.1,63.71,64.6,4816.9,1.53,Bega
Amhara,Teff,2017-01-09,147.8,30.6,44.0,0.732,32.8,3141.2,60.36,35.7,3425.2,1.21,Bega
Benishangul-Gumuz,Coffee,2016-04-09,44.7,25.5,44.6,0.318,25.5,2042.2,85.44,67.29,78.4,0.81,Belg
Tigray,Coffee,2021-01-08,93.2,27.5,43.5,0.692,29.6,2958.1,23.25,42.92,3868.8,0.95,Bega
Oromia,Sorghum,2024-09-04,18.1,18.4,33.9,0.712,29.9,2871.6,76.87,23.12,714.0,0.68,Meher
SNNPR,Maize,2019-06-29,72.2,29.8,37.8,0.313,28.9,2788.3,37.85,43.09,622.5,1.21,Meher
Tigray,Maize,2022-10-24,62.0,30.2,31.2,0.495,41.8,3772.0,61.25,66.16,969.1,0.94,Meher
SNNPR,Wheat,2015-01-19,147.7,28.5,18.1,0.899,21.2,2390.3,93.6,69.77,2150.7,0.57,Bega
Amhara,Coffee,2021-01-24,149.6,33.3,12.8,0.274,26.8,3420.5,24.87,55.46,737.2,1.95,Bega
Amhara,Maize,2015-08-09,24.0,33.5,11.1,0.878,28.8,785.1,35.38,11.25,378.6,1.41,Meher
SNNPR,Coffee,2023-10-25,21.5,18.8,19.0,0.223,33.0,2101.5,88.32,88.65,1284.7,1.41,Meher
Gambella,Teff,2022-11-27,66.7,30.0,21.0,0.83,23.6,2640.4,40.3,89.7,1506.8,0.98,Bega
Benishangul-Gumuz,Wheat,2017-09-20,28.5,19.8,24.2,0.268,27.0,2964.1,31.52,25.1,584.8,1.45,Meher
Somali,Maize,2016-09-25,35.9,29.0,32.2,0.338,13.5,1404.8,75.04,63.53,1126.9,1.3,Meher
Oromia,Sorghum,2017-11-16,117.2,27.6,46.1,0.161,24.8,3153.7,82.51,78.47,2996.9,1.65,Bega
Benishangul-Gumuz,Sorghum,2018-12-08,73.1,31.3,48.8,0.878,28.7,1916.9,97.18,99.34,2557.2,1.56,Bega
Benishangul-Gumuz,Sesame,2023-06-21,77.0,19.5,38.1,0.144,26.4,3556.3,63.13,25.08,3284.5,1.02,Meher
Benishangul-Gumuz,Sorghum,2018-07-03,227.6,22.9,25.3,0.68,30.8,2106.8,4.46,51.02,3816.5,1.91,Meher
Tigray,Wheat,2020-01-17,38.9,23.5,38.2,0.666,19.8,2169.3,28.79,47.73,2407.5,1.25,Bega
Gambella,Teff,2018-07-06,62.1,27.6,45.0,0.834,35.9,2571.3,54.13,34.97,4473.8,0.51,Meher
Gambella,Coffee,2022-05-30,18.6,21.8,48.9,0.405,31.5,1646.4,9.21,98.38,3826.8,1.45,Belg
SNNPR,Barley,2019-08-04,336.3,24.8,34.3,0.708,29.9,2744.9,95.58,20.25,4648.3,1.95,Meher
Gambella,Wheat,2022-05-24,48.7,26.9,36.8,0.616,26.0,2700.7,57.31,25.42,4854.4,0.6,Belg
Gambella,Teff,2016-07-08,130.9,30.6,23.3,0.742,22.1,559.9,92.36,60.29,1554.8,0.64,Meher
Amhara,Teff,2019-08-09,202.0,32.4,10.9,0.899,28.0,1522.0,78.55,87.06,1958.0,1.29,Meher
Benishangul-Gumuz,Coffee,2020-03-16,17.0,28.7,27.6,0.516,40.1,2994.1,79.02,58.05,1469.5,1.15,Belg
Oromia,Barley,2019-06-06,70.6,23.6,19.1,0.643,29.9,1379.0,25.02,64.76,3344.9,1.83,Meher
Oromia,Sorghum,2016-02-17,64.7,22.8,36.5,0.371,23.2,1978.4,36.06,84.76,1651.9,0.8,Bega
Somali,Barley,2021-02-19,37.8,28.0,10.6,0.641,36.9,2100.7,23.44,97.75,4113.1,1.86,Bega
Gambella,Sesame,2021-07-01,17.1,31.8,24.7,0.37,37.6,1277.2,73.61,10.33,1436.4,0.62,Meher
Gambella,Barley,2018-03-11,160.6,24.0,31.4,0.333,27.0,3076.6,75.9,69.08,2116.3,0.66,Belg
Oromia,Barley,2017-10-03,106.4,26.7,26.5,0.304,26.0,2471.9,5.3,17.12,1186.5,1.51,Meher
Benishangul-Gumuz,Barley,2023-04-25,30.5,14.7,28.5,0.404,39.7,2260.1,55.6,55.92,401.3,0.73,Belg
Benishangul-Gumuz,Maize,2021-10-24,148.1,26.0,11.7,0.502,43.9,2584.8,66.6,17.38,4497.6,1.93,Meher
Oromia,Wheat,2020-04-30,93.8,25.6,47.3,0.761,21.2,1842.4,89.23,94.47,2780.8,1.5,Belg
SNNPR,Sesame,2017-07-12,109.6,23.7,31.4,0.322,42.1,2222.1,31.52,77.32,519.9,0.73,Meher
Oromia,Barley,2021-06-21,138.4,22.0,10.2,0.414,29.4,2508.6,23.96,67.62,1719.3,0.75,Meher
Gambella,Wheat,2020-11-15,126.0,23.2,28.7,0.565,25.8,1638.6,79.8,59.55,4922.2,0.84,Bega
Oromia,Wheat,2016-03-26,22.5,25.7,39.7,0.678,36.9,3244.5,18.13,10.12,3177.4,1.12,Belg
Gambella,Sesame,2017-10-11,195.0,28.5,45.2,0.119,36.4,2914.6,46.58,37.94,337.1,1.44,Meher
Tigray,Wheat,2019-01-12,125.6,32.8,29.1,0.367,36.1,2561.5,97.66,66.14,2230.2,1.47,Bega
SNNPR,Barley,2020-07-13,88.3,29.5,27.0,0.855,20.0,3381.4,72.82,36.43,2160.8,1.39,Meher
Tigray,Maize,2017-03-24,116.2,22.4,38.0,0.466,25.9,4085.6,44.97,88.85,3461.2,1.32,Belg
SNNPR,Wheat,2023-04-21,108.2,20.6,21.8,0.746,26.8,1381.5,44.58,17.69,1675.7,1.88,Belg
Benishangul-Gumuz,Sesame,2019-03-28,38.8,24.7,11.5,0.414,19.0,3208.6,64.44,41.67,2786.9,0.57,Belg
Somali,Barley,2023-04-22,61.6,19.0,27.3,0.757,27.6,3599.3,55.94,88.42,2595.0,1.8,Belg
Somali,Coffee,2024-05-21,140.1,15.6,33.6,0.856,36.5,3308.1,64.57,65.0,3772.5,1.84,Belg
Somali,Maize,2015-04-20,54.1,30.0,11.7,0.3,21.7,3135.8,90.32,76.76,3805.8,1.89,Belg
Tigray,Barley,2016-05-23,126.6,23.2,15.2,0.655,34.2,2785.6,99.17,10.0,3009.6,1.31,Belg
Amhara,Maize,2015-11-21,128.5,28.6,12.7,0.411,29.6,2262.9,11.09,16.91,2615.7,0.67,Bega
Benishangul-Gumuz,Sorghum,2019-10-21,79.5,22.3,42.1,0.289,29.6,1973.0,71.76,66.14,1064.7,1.49,Meher
Oromia,Barley,2021-02-13,34.1,31.4,15.3,0.146,24.8,1752.3,90.11,57.12,1048.1,0.83,Bega
Somali,Sesame,2017-09-30,71.2,24.1,36.5,0.813,22.4,1890.7,56.05,91.69,4209.3,0.74,Meher
SNNPR,Sorghum,2022-05-30,37.9,20.5,36.6,0.449,20.8,3461.8,1.87,88.82,4877.6,1.02,Belg
Oromia,Wheat,2023-01-27,106.3,26.7,31.3,0.672,34.1,1443.4,49.27,91.83,3699.7,0.74,Bega
Oromia,Wheat,2020-03-09,74.5,25.5,16.1,0.38,23.6,2295.9,78.73,13.98,2602.9,0.99,Belg
Amhara,Barley,2015-09-27,63.6,24.0,33.6,0.82,22.8,2215.3,28.37,42.71,3066.6,1.87,Meher
Tigray,Barley,2023-10-30,51.8,17.4,37.0,0.126,24.5,2872.1,2.95,34.4,3855.3,1.64,Meher
SNNPR,Sesame,2022-01-30,160.6,28.7,14.9,0.716,26.0,3331.0,3.55,25.21,2662.6,1.07,Bega
Amhara,Sesame,2018-05-07,65.0,26.2,10.1,0.43,25.0,2884.5,65.01,30.3,1617.8,1.95,Belg
Amhara,Coffee,2018-11-01,137.5,22.1,18.4,0.4,39.7,2469.0,95.57,63.2,4821.1,0.51,Bega
Somali,Maize,2019-04-15,136.9,25.2,28.8,0.621,29.8,2213.8,88.8,39.36,3015.3,1.03,Belg
Oromia,Coffee,2018-01-15,42.3,27.9,14.4,0.339,28.1,3620.8,99.5,54.75,2290.6,1.0,Bega
Oromia,Sorghum,2015-09-09,35.0,17.6,28.2,0.643,34.2,2876.0,1.74,87.89,3703.1,1.98,Meher
Tigray,Wheat,2024-11-22,188.1,35.0,19.3,0.487,29.5,2035.4,47.36,49.96,3926.2,0.64,Bega
Somali,Teff,2017-03-29,159.7,23.0,37.1,0.535,26.3,3886.9,81.18,37.78,4842.9,0.68,Belg
Benishangul-Gumuz,Coffee,2023-08-08,97.8,18.8,22.9,0.861,24.0,2700.3,68.78,93.13,1204.9,0.79,Meher
Gambella,Coffee,2017-10-12,119.2,37.4,25.5,0.615,24.6,2748.0,5.67,20.87,3449.9,1.0,Meher
Gambella,Sesame,2020-06-28,7.5,18.3,25.5,0.79,28.9,1241.9,20.84,63.23,3385.1,1.48,Meher
Benishangul-Gumuz,Coffee,2020-06-27,108.7,22.7,35.3,0.877,25.9,3009.9,47.05,77.39,1803.3,1.05,Meher
Amhara,Coffee,2022-12-07,49.2,29.7,21.3,0.142,35.7,2350.9,75.46,29.72,4675.7,0.87,Bega
Amhara,Wheat,2023-11-30,86.8,30.0,18.5,0.656,37.7,3815.4,34.37,18.27,765.7,1.69,Bega
Oromia,Teff,2020-05-09,58.1,28.9,16.2,0.866,37.8,2899.1,4.69,34.27,798.5,0.95,Belg
Tigray,Sorghum,2016-04-23,68.1,19.2,10.3,0.17,31.7,1662.8,21.07,95.53,3351.0,1.29,Belg
Somali,Sorghum,2021-08-07,98.5,20.4,26.2,0.663,26.1,3350.8,73.24,93.13,4580.9,1.06,Meher
Tigray,Sorghum,2015-03-09,213.6,24.2,22.0,0.204,17.0,1789.1,88.41,68.4,725.7,1.58,Belg
Gambella,Maize,2022-07-28,93.5,25.9,17.8,0.478,25.8,2636.8,53.49,37.41,2600.3,1.66,Meher
Gambella,Maize,2024-05-18,123.2,19.7,33.3,0.226,45.0,3304.1,64.72,12.77,1393.3,1.75,Belg
SNNPR,Sesame,2018-06-27,197.3,17.3,14.7,0.305,31.9,3024.6,60.58,58.5,203.9,1.32,Meher
Oromia,Maize,2019-07-11,107.9,23.4,37.3,0.277,33.3,1456.2,74.75,86.78,1099.2,1.81,Meher
Benishangul-Gumuz,Wheat,2022-02-09,74.1,21.0,47.3,0.526,36.6,2277.1,17.15,93.54,1909.1,1.14,Bega
Somali,Sorghum,2017-05-28,67.7,29.6,29.5,0.79,30.1,3936.7,13.44,16.53,915.2,0.96,Belg
Tigray,Coffee,2023-08-07,15.2,13.3,35.5,0.629,29.0,2586.8,3.06,85.02,4829.4,0.56,Meher
Somali,Teff,2021-08-15,224.7,27.4,19.8,0.73,35.7,1932.9,15.35,54.08,3745.9,1.35,Meher
Somali,Barley,2023-07-28,25.1,31.2,28.4,0.627,40.8,2274.7,19.68,82.25,341.4,0.58,Meher
Oromia,Maize,2019-10-14,55.3,30.8,18.3,0.192,23.4,2535.2,2.55,74.05,4702.2,0.56,Meher
Oromia,Maize,2020-03-02,21.8,37.0,13.5,0.72,42.9,1814.2,87.82,22.31,2249.8,1.88,Belg
Amhara,Sesame,2020-11-16,245.7,34.3,29.2,0.141,26.0,3267.2,58.04,16.27,389.9,1.29,Bega
Somali,Sorghum,2022-01-26,7.8,25.2,37.2,0.577,20.9,2470.7,44.98,38.33,3321.8,0.85,Bega
Somali,Barley,2019-03-03,19.5,29.7,42.4,0.66,31.1,2738.9,38.31,18.3,895.7,0.58,Belg
Amhara,Sorghum,2021-08-13,104.4,18.6,25.6,0.708,37.7,3677.8,92.64,75.63,2401.7,1.98,Meher
Somali,Barley,2020-11-04,242.7,23.9,16.7,0.859,36.0,3183.4,53.45,65.76,1926.0,1.47,Bega
Oromia,Coffee,2024-04-17,131.6,24.0,13.2,0.424,31.8,2600.3,6.37,75.25,1203.0,1.27,Belg
Oromia,Wheat,2022-04-03,215.7,26.3,20.4,0.706,39.5,630.5,65.57,30.79,961.7,1.24,Belg
Amhara,Maize,2024-10-03,164.4,26.1,44.4,0.516,33.1,1653.2,27.51,42.67,3185.9,0.79,Meher
Oromia,Barley,2023-04-23,252.1,26.7,14.9,0.158,45.1,2196.0,74.4,74.92,2994.7,0.66,Belg
Oromia,Sorghum,2018-07-26,104.5,23.6,17.7,0.645,19.2,2138.1,79.72,51.95,4682.2,1.53,Meher
Oromia,Teff,2023-09-02,40.8,24.0,21.9,0.21,20.2,2365.3,61.99,37.58,4533.1,0.92,Meher
Gambella,Coffee,2019-09-26,57.2,24.7,36.1,0.196,36.7,2615.5,95.5,79.9,1534.1,0.77,Meher
Oromia,Sorghum,2015-06-28,21.0,31.1,45.2,0.732,35.7,2042.0,36.03,11.79,4733.0,0.56,Meher
Gambella,Maize,2017-04-19,45.9,23.8,28.9,0.333,31.4,3433.0,27.51,51.57,3805.5,1.46,Belg
Amhara,Barley,2019-03-11,149.5,31.3,20.7,0.492,31.3,1991.2,81.08,60.34,64.2,1.86,Belg
Gambella,Coffee,2019-09-19,215.8,22.9,44.7,0.822,32.3,3274.8,98.5,92.84,1315.5,1.04,Meher
Oromia,Sorghum,2019-11-25,115.3,24.3,35.1,0.626,46.0,3456.2,43.35,45.41,561.1,1.83,Bega
Benishangul-Gumuz,Teff,2021-11-23,205.1,31.3,29.1,0.218,31.5,1989.6,90.42,40.1,3949.8,1.54,Bega
Gambella,Wheat,2016-02-15,142.0,22.3,23.7,0.448,25.2,2753.1,58.64,29.12,1955.4,0.96,Bega
Tigray,Sorghum,2016-11-19,120.1,15.3,26.0,0.409,24.4,3385.9,3.25,99.21,1781.5,1.29,Bega
Amhara,Sesame,2018-12-21,123.3,27.8,16.2,0.148,35.4,2397.6,70.57,28.1,200.3,0.96,Bega
SNNPR,Sorghum,2018-06-17,306.3,19.1,11.5,0.415,15.5,3585.5,28.51,73.88,586.8,1.03,Meher
Tigray,Coffee,2016-12-31,133.8,25.0,26.7,0.566,35.8,2058.3,64.06,71.81,1807.8,1.28,Bega
Amhara,Teff,2022-02-02,74.8,20.1,14.8,0.287,21.9,777.1,80.93,83.62,2975.1,0.61,Bega
SNNPR,Teff,2016-01-14,210.2,22.6,32.7,0.816,32.6,1872.6,2.65,28.79,3854.7,0.61,Bega
Somali,Maize,2019-02-26,139.0,28.4,27.5,0.58,31.6,3594.9,31.64,37.12,1478.4,1.02,Bega
Benishangul-Gumuz,Maize,2019-03-06,47.9,31.2,39.6,0.8,30.5,3482.3,22.47,19.31,4982.7,0.73,Belg
Somali,Barley,2019-05-10,37.2,26.5,12.7,0.749,41.8,2442.2,24.51,17.58,4349.2,0.63,Belg
SNNPR,Maize,2019-03-04,131.7,26.9,37.1,0.217,32.4,1367.0,23.28,29.69,3800.1,1.44,Belg
Tigray,Wheat,2019-11-14,76.4,31.6,17.2,0.715,32.1,2884.5,35.93,17.57,196.4,1.28,Bega
Somali,Maize,2019-11-26,53.5,27.4,47.7,0.31,44.6,3820.3,54.93,47.92,1478.6,0.91,Bega
Gambella,Coffee,2023-09-18,42.2,15.9,34.6,0.565,31.8,3039.5,77.09,89.65,2266.8,0.7,Meher
Oromia,Sesame,2017-01-14,112.3,24.6,48.8,0.65,32.7,1363.5,43.56,19.76,1466.0,1.92,Bega
Tigray,Sorghum,2019-04-02,167.8,26.0,33.7,0.243,45.5,2166.1,29.59,82.08,3945.2,1.23,Belg
Benishangul-Gumuz,Sorghum,2019-02-18,43.5,22.0,42.7,0.684,29.7,2773.1,29.7,52.05,3363.9,1.82,Bega
Somali,Sorghum,2015-10-27,96.7,29.5,14.8,0.626,32.5,2954.8,4.32,70.46,3916.9,1.64,Meher
SNNPR,Teff,2015-08-07,170.9,22.9,48.0,0.664,35.3,3499.2,26.1,45.43,2323.0,1.72,Meher
Oromia,Coffee,2023-10-16,129.6,23.2,16.0,0.162,27.5,2040.5,93.44,87.0,2962.1,0.6,Meher
SNNPR,Maize,2016-02-24,138.0,25.4,16.9,0.418,14.9,3088.5,73.05,17.29,4631.8,1.07,Bega
Somali,Maize,2015-04-14,29.8,22.1,28.2,0.148,25.3,1847.2,32.95,93.72,3631.8,1.65,Belg
Oromia,Coffee,2019-05-04,73.4,18.7,15.7,0.682,28.8,623.8,50.58,87.25,2930.5,1.7,Belg
Tigray,Sorghum,2016-01-17,161.9,31.2,25.5,0.42,43.4,2211.1,58.98,25.6,1883.5,1.96,Bega
Oromia,Maize,2023-05-14,155.7,21.0,12.8,0.117,32.7,2919.6,44.93,60.1,2268.6,1.58,Belg
Somali,Coffee,2017-10-09,245.8,25.1,43.5,0.389,35.4,2471.6,34.25,40.56,1093.3,0.8,Meher
Oromia,Sorghum,2015-07-31,61.3,25.1,41.7,0.182,26.4,2559.5,76.8,84.79,2313.6,1.25,Meher
Tigray,Maize,2016-09-05,286.9,28.3,19.2,0.265,33.7,1706.6,18.88,89.53,3291.8,1.3,Meher
Somali,Sesame,2018-05-22,96.6,26.0,14.0,0.214,13.3,4045.6,21.71,34.77,166.4,1.54,Belg
Somali,Sorghum,2018-07-17,45.9,21.9,47.4,0.241,36.5,3437.2,14.58,47.79,2328.3,1.41,Meher
Amhara,Barley,2017-03-11,171.7,33.5,25.4,0.852,37.3,2690.1,84.67,85.48,483.6,0.96,Belg
Benishangul-Gumuz,Sorghum,2020-03-15,59.5,13.6,39.4,0.266,34.6,3306.0,85.79,76.93,2763.6,1.53,Belg
Oromia,Maize,2015-12-27,31.9,15.6,30.2,0.246,34.3,1627.9,80.34,59.12,2732.4,1.48,Bega
Gambella,Sorghum,2021-12-24,33.6,20.0,13.0,0.888,26.8,3519.1,92.65,53.7,3879.1,1.64,Bega
Oromia,Coffee,2023-11-06,128.7,23.8,17.2,0.654,34.3,3998.0,48.05,95.27,3464.3,1.35,Bega
Somali,Teff,2022-04-12,140.7,24.4,32.8,0.454,15.7,2153.2,9.41,72.7,157.4,1.12,Belg
SNNPR,Coffee,2016-01-08,81.0,26.3,27.1,0.395,22.5,2785.3,82.51,65.66,4523.5,1.99,Bega
Gambella,Wheat,2017-02-28,82.4,27.3,31.5,0.387,39.5,2939.0,90.6,64.21,1652.9,1.7,Bega
Amhara,Barley,2023-01-17,101.1,13.4,30.2,0.343,20.9,2900.3,13.2,64.5,2467.3,1.05,Bega
Somali,Sorghum,2023-01-28,110.2,27.7,41.0,0.527,41.4,3623.6,27.91,17.26,4405.4,0.95,Bega
Gambella,Sesame,2022-10-05,38.5,23.4,48.0,0.439,35.6,2343.2,68.86,39.25,2756.6,1.14,Meher
Gambella,Teff,2022-06-13,107.1,20.2,33.3,0.347,24.8,2478.0,97.11,62.3,3286.4,1.11,Meher
Gambella,Wheat,2023-10-10,52.9,22.1,35.8,0.223,32.4,4076.8,86.31,25.5,3446.9,1.37,Meher
Tigray,Sorghum,2016-10-09,36.3,21.7,34.4,0.515,25.5,1975.9,93.17,75.82,4974.0,0.57,Meher
Oromia,Wheat,2021-01-07,77.5,27.5,46.8,0.539,43.1,1411.7,49.6,81.4,502.1,1.39,Bega
Oromia,Coffee,2023-10-22,42.5,26.4,37.8,0.705,41.3,1451.1,35.85,83.8,3461.7,1.65,Meher
Tigray,Maize,2019-06-21,264.7,24.6,45.4,0.15,31.5,2128.2,86.25,45.88,1016.4,1.27,Meher
Oromia,Sorghum,2023-03-15,87.9,24.9,47.5,0.682,29.2,1677.5,59.0,73.78,3329.0,1.99,Belg
Gambella,Wheat,2019-01-14,115.4,18.0,32.0,0.609,19.7,1335.1,89.39,68.94,1925.6,1.92,Bega
Gambella,Maize,2020-06-18,111.3,28.8,28.1,0.172,26.6,804.8,20.41,87.88,2146.9,1.98,Meher
Amhara,Coffee,2021-09-17,66.5,29.6,39.4,0.194,29.8,1533.0,28.77,54.55,4986.4,1.84,Meher
Tigray,Wheat,2018-08-08,21.9,21.4,46.4,0.113,24.3,2663.8,47.27,45.13,610.5,0.61,Meher
Tigray,Coffee,2016-01-20,17.0,32.6,33.1,0.725,43.1,3183.8,94.25,66.06,3589.2,1.17,Bega
Gambella,Maize,2020-02-08,68.7,17.8,17.2,0.579,34.5,2614.3,68.78,21.41,4780.5,1.37,Bega
Tigray,Wheat,2024-01-25,103.9,28.1,43.9,0.853,34.6,2810.2,61.34,51.58,1546.9,1.7,Bega
Oromia,Coffee,2020-11-06,13.4,18.8,40.1,0.383,11.1,2623.0,39.54,70.0,873.3,0.61,Bega
Somali,Wheat,2018-09-02,96.3,22.1,12.7,0.214,32.7,853.8,85.26,20.78,3623.0,0.96,Meher
Amhara,Sorghum,2020-04-20,78.5,27.2,27.0,0.161,36.2,2304.1,34.51,46.09,4552.9,1.88,Belg
Oromia,Barley,2024-12-11,107.1,25.3,21.3,0.79,35.5,3959.8,87.7,83.19,4146.5,1.62,Bega
SNNPR,Sorghum,2017-03-30,96.4,29.2,40.9,0.694,22.2,2336.7,91.22,82.11,175.4,1.88,Belg
Gambella,Wheat,2015-12-11,14.7,29.8,20.6,0.709,24.4,1528.4,84.51,33.22,2247.9,1.28,Bega
Somali,Wheat,2019-07-21,92.8,30.4,47.7,0.872,30.1,3129.8,34.56,40.11,2858.5,0.54,Meher
SNNPR,Wheat,2024-07-21,40.8,17.1,13.3,0.546,25.0,1928.0,76.04,23.14,1996.7,1.6,Meher
Somali,Sesame,2016-07-08,56.4,23.8,16.5,0.334,38.8,4082.7,69.07,59.56,646.9,0.88,Meher
Gambella,Teff,2020-12-14,131.1,23.8,38.3,0.336,26.4,3133.9,87.75,32.14,879.5,1.23,Bega
Amhara,Barley,2021-06-15,26.8,22.7,27.4,0.606,37.7,2467.9,48.6,59.27,1469.8,1.4,Meher
Somali,Maize,2020-08-07,57.4,30.0,33.1,0.306,29.8,2389.0,95.0,74.05,3821.2,1.46,Meher
Amhara,Maize,2020-12-03,104.6,26.0,26.5,0.835,33.3,3065.5,97.93,43.43,3781.7,0.64,Bega
Gambella,Coffee,2022-05-24,41.8,17.1,47.2,0.499,28.9,1959.0,10.17,98.04,2388.1,0.68,Belg
Benishangul-Gumuz,Coffee,2017-04-07,38.4,31.2,27.0,0.298,35.6,2153.1,94.07,20.3,1400.3,0.57,Belg
Amhara,Teff,2017-03-02,93.3,24.4,26.3,0.561,38.6,1914.0,24.32,73.38,2368.2,1.09,Belg
Somali,Teff,2022-12-14,13.4,19.4,19.9,0.414,28.7,2926.4,15.35,93.73,4452.9,1.53,Bega
Amhara,Sesame,2024-03-03,129.0,23.8,24.2,0.233,33.8,2517.0,85.46,49.7,101.2,0.75,Belg
Oromia,Maize,2018-12-18,177.6,25.4,41.7,0.294,39.5,1664.6,47.06,35.36,1098.1,1.55,Bega
Tigray,Teff,2024-11-04,175.6,26.0,24.5,0.445,30.5,2357.1,81.7,60.41,1626.8,1.92,Bega
Benishangul-Gumuz,Wheat,2016-02-03,51.3,19.4,13.2,0.754,27.0,2519.5,85.3,66.63,3697.9,1.61,Bega
SNNPR,Teff,2020-02-10,100.4,23.0,20.6,0.196,36.7,2968.1,63.37,99.61,2035.2,0.58,Bega
Amhara,Maize,2024-01-09,10.0,22.2,41.7,0.656,27.1,2912.7,23.49,32.78,4377.6,1.0,Bega
Somali,Wheat,2020-01-20,61.8,34.4,22.9,0.453,28.9,3053.7,21.45,96.81,1696.1,0.65,Bega
Amhara,Maize,2016-11-15,124.3,32.6,42.7,0.234,21.5,1987.9,78.31,38.76,3312.2,0.54,Bega
Oromia,Wheat,2023-02-15,121.8,27.1,17.1,0.515,25.1,1867.9,76.37,59.56,1570.1,1.55,Bega
Somali,Wheat,2022-05-03,152.7,30.9,19.1,0.538,25.7,2270.6,56.35,70.1,4196.7,0.9,Belg
Oromia,Teff,2023-05-14,76.9,28.8,16.6,0.868,32.0,2859.0,39.22,14.85,4330.3,1.2,Belg
Gambella,Wheat,2024-03-12,9.5,21.6,16.2,0.475,39.3,2881.2,16.14,43.95,2559.8,0.88,Belg
